person_id_random,nLoans,loanStartDates,loanPaidDates,currentDate
9923610654,13,2015-03-30;2015-04-09;2015-04-10;2015-04-16;2015-04-24;2015-05-02;2015-05-16;2015-06-08;2015-06-18;2015-06-24;2015-07-13;2015-07-24;2015-08-16,2015-04-06;2015-04-10;2015-04-15;2015-04-17;2015-05-02;2015-05-15;2015-06-07;2015-06-18;2015-06-24;2015-07-11;2015-07-24;2015-08-16,8/19/15
8484461796,5,2015-05-27;2015-06-12;2015-07-01;2015-07-24;2015-08-16,2015-06-09;2015-07-01;2015-07-22;2015-08-15,8/19/15
8237091184,2,2015-07-23;2015-07-30,7/30/15,8/19/15
1801624265,1,5/20/15,,8/19/15
3805746294,1,7/22/15,,8/19/15
7386434289,1,12/24/14,,8/19/15
5213679097,1,7/28/15,,8/19/15
4387253723,1,7/21/15,,8/19/15
8362192538,1,8/7/14,,8/19/15
9523062306,1,3/12/15,,8/19/15
2535099359,1,5/16/14,,8/19/15
8719891162,1,8/14/14,10/14/14,8/19/15
4716039696,3,2015-07-19;2015-08-05;2015-08-11,2015-08-05;2015-08-11,8/19/15
8763192932,1,8/13/14,,8/19/15
8150642238,4,2015-03-29;2015-04-20;2015-06-25;2015-07-17,2015-04-20;2015-06-06;2015-07-17,8/19/15
6207451939,5,2015-04-01;2015-04-21;2015-05-06;2015-06-03;2015-07-02,2015-04-21;2015-05-06;2015-06-02;2015-07-02;2015-07-31,8/19/15
8476099889,10,2015-03-02;2015-03-20;2015-04-03;2015-04-12;2015-04-28;2015-05-12;2015-06-03;2015-06-21;2015-07-10;2015-08-12,2015-03-20;2015-04-03;2015-04-12;2015-04-28;2015-05-12;2015-06-02;2015-06-20;2015-07-10;2015-07-31,8/19/15
3282108906,5,2015-05-16;2015-06-06;2015-06-27;2015-07-18;2015-08-08,2015-06-06;2015-06-27;2015-07-18;2015-08-08,8/19/15
8171435807,1,3/4/15,,8/19/15
6640166679,2,2015-07-29;2015-08-13,8/13/15,8/19/15
4429479218,6,2015-04-12;2015-05-03;2015-06-16;2015-07-07;2015-07-31;2015-08-18,2015-05-03;2015-05-24;2015-07-07;2015-07-28;2015-08-17,8/19/15
2412688377,1,6/20/15,,8/19/15
5747178338,5,2015-02-16;2015-05-24;2015-06-14;2015-07-21;2015-08-09,2015-03-09;2015-06-07;2015-07-18;2015-08-05,8/19/15
8594242129,2,2015-07-25;2015-08-15,8/13/15,8/19/15
6617821797,3,2015-05-30;2015-06-09;2015-06-26,2015-06-01;2015-06-23;2015-07-17,8/19/15
3778121349,1,5/28/15,,8/19/15
7331238292,9,2015-04-27;2015-05-09;2015-05-13;2015-05-26;2015-06-15;2015-07-06;2015-07-17;2015-07-31;2015-08-18,2015-05-09;2015-05-13;2015-05-25;2015-06-15;2015-07-05;2015-07-17;2015-07-31;2015-08-14,8/19/15
3331565180,3,2015-05-29;2015-06-15;2015-06-25,2015-06-15;2015-06-25,8/19/15
6094242225,1,7/27/15,,8/19/15
7743920692,2,2015-07-02;2015-07-18,7/16/15,8/19/15
6430736429,2,2015-07-13;2015-08-12,7/30/15,8/19/15
5511522687,3,2015-03-22;2015-04-08;2015-04-18,2015-04-04;2015-04-18,8/19/15
7614759494,1,7/19/15,,8/19/15
2662659101,1,8/13/14,,8/19/15
6127719079,5,2015-05-04;2015-05-09;2015-06-12;2015-07-11;2015-08-06,2015-05-06;2015-06-04;2015-07-05;2015-08-04,8/19/15
9254134796,3,2015-06-21;2015-07-15;2015-08-04,2015-07-15;2015-08-04,8/19/15
1661126978,2,2015-07-10;2015-08-07,2015-07-31;2015-08-13,8/19/15
4198273826,1,11/24/14,,8/19/15
3602567513,8,2015-04-26;2015-05-06;2015-05-08;2015-05-30;2015-06-18;2015-06-28;2015-07-14;2015-08-02,2015-05-06;2015-05-08;2015-05-30;2015-06-18;2015-06-28;2015-07-13;2015-08-02,8/19/15
7493785209,2,2015-03-19;2015-04-08,2015-04-06;2015-04-27,8/19/15
9149555649,13,2015-02-20;2015-03-06;2015-03-17;2015-04-08;2015-04-26;2015-05-20;2015-06-03;2015-06-17;2015-06-27;2015-07-05;2015-07-18;2015-08-10;2015-08-18,2015-03-06;2015-03-17;2015-04-07;2015-04-26;2015-05-15;2015-06-03;2015-06-17;2015-06-27;2015-07-05;2015-07-18;2015-08-09;2015-08-18,8/19/15
2696051892,2,2015-07-19;2015-08-02,8/2/15,8/19/15
7289370646,3,2015-06-01;2015-06-24;2015-07-23,2015-06-23;2015-07-22,8/19/15
4724843699,1,7/17/15,8/7/15,8/19/15
5665931957,4,2015-06-16;2015-07-03;2015-07-21;2015-08-13,2015-07-03;2015-07-21;2015-08-12,8/19/15
1782793085,8,2015-02-17;2015-02-25;2015-03-04;2015-03-18;2015-04-14;2015-05-13;2015-06-13;2015-07-13,2015-02-24;2015-03-04;2015-03-18;2015-04-13;2015-05-13;2015-06-13;2015-07-13,8/19/15
2422995126,2,2015-03-23;2015-05-04,2015-04-21;2015-07-09,8/19/15
7091985427,8,2015-03-31;2015-04-14;2015-04-24;2015-05-13;2015-05-26;2015-06-25;2015-07-28;2015-08-18,2015-04-13;2015-04-24;2015-05-13;2015-05-26;2015-06-25;2015-07-26;2015-08-18,8/19/15
5868139297,3,2014-07-18;2014-08-05;2014-10-10,2014-08-05;2014-10-09,8/19/15
8460627016,3,2015-03-30;2015-04-14;2015-04-30,2015-04-14;2015-04-28,8/19/15
5108315568,4,2014-07-30;2014-09-13;2014-09-29;2014-11-03,2014-08-30;2014-09-27;2014-10-31,8/19/15
5126578428,10,2015-02-05;2015-02-26;2015-03-20;2015-04-11;2015-05-02;2015-05-25;2015-06-16;2015-07-07;2015-07-28;2015-08-13,2015-02-26;2015-03-19;2015-04-10;2015-05-02;2015-05-25;2015-06-16;2015-07-07;2015-07-28;2015-08-13,8/19/15
3294533408,33,2014-09-24;2014-10-10;2014-10-27;2014-11-07;2014-11-17;2014-11-24;2014-12-01;2014-12-10;2014-12-19;2014-12-23;2015-01-01;2015-01-08;2015-01-19;2015-01-29;2015-02-06;2015-02-19;2015-03-05;2015-03-12;2015-03-21;2015-03-28;2015-04-07;2015-04-15;2015-05-01;2015-05-10;2015-05-17;2015-05-28;2015-06-06;2015-06-13;2015-06-21;2015-06-30;2015-07-09;2015-07-24;2015-08-01,2014-10-10;2014-10-27;2014-11-07;2014-11-17;2014-11-24;2014-12-01;2014-12-10;2014-12-19;2014-12-23;2015-01-01;2015-01-08;2015-01-18;2015-01-29;2015-02-06;2015-02-18;2015-03-05;2015-03-12;2015-03-21;2015-03-28;2015-04-04;2015-04-15;2015-05-01;2015-05-10;2015-05-17;2015-05-28;2015-06-06;2015-06-13;2015-06-21;2015-06-28;2015-07-09;2015-07-24;2015-08-01,8/19/15
5212256963,3,2015-06-19;2015-07-04;2015-07-14,2015-06-26;2015-07-14,8/19/15
3201754709,8,2015-02-27;2015-03-17;2015-03-24;2015-04-02;2015-04-22;2015-05-08;2015-06-04;2015-07-02,2015-03-17;2015-03-24;2015-03-31;2015-04-22;2015-05-08;2015-06-04;2015-07-02,8/19/15
1892120669,2,2015-06-04;2015-07-08,2015-06-26;2015-08-02,8/19/15
2258471198,6,2015-05-06;2015-05-23;2015-06-07;2015-06-29;2015-07-17;2015-08-14,2015-05-23;2015-06-06;2015-06-27;2015-07-17;2015-08-07,8/19/15
2724136679,4,2015-03-04;2015-03-19;2015-04-09;2015-04-24,2015-03-19;2015-04-09;2015-04-24,8/19/15
5777469792,2,2014-09-23;2014-10-15,10/14/14,8/19/15
1911454239,1,6/1/14,,8/19/15
3640580591,2,2015-02-18;2015-03-10,3/10/15,8/19/15
1932568661,4,2015-07-07;2015-07-21;2015-08-08;2015-08-18,2015-07-21;2015-08-08;2015-08-18,8/19/15
6925828638,2,2015-05-24;2015-06-12,6/12/15,8/19/15
1104389006,3,2015-06-10;2015-07-19;2015-08-08,2015-07-10;2015-08-08,8/19/15
2974671365,4,2015-03-04;2015-04-27;2015-06-23;2015-07-22,2015-04-21;2015-06-23;2015-07-21,8/19/15
4088430688,1,8/8/14,,8/19/15
9517700838,1,4/9/15,,8/19/15
6408292681,2,2015-06-27;2015-07-20,7/18/15,8/19/15
4396948561,1,12/3/14,,8/19/15
5809370917,1,7/23/15,,8/19/15
1011938779,2,2015-03-07;2015-03-11,3/11/15,8/19/15
9562149901,4,2015-04-24;2015-05-20;2015-07-17;2015-08-06,2015-05-15;2015-06-10;2015-08-06,8/19/15
5537661525,2,2015-03-27;2015-04-08,4/3/15,8/19/15
1537018341,3,2014-08-13;2014-09-20;2014-10-11,2014-09-20;2014-10-11,8/19/15
7073326976,4,2015-06-02;2015-06-08;2015-06-24;2015-07-08,2015-06-08;2015-06-24;2015-07-08;2015-07-24,8/19/15
6825768883,3,2015-06-15;2015-07-04;2015-08-04,2015-07-03;2015-08-01,8/19/15
8735273100,3,2015-06-25;2015-07-22;2015-08-11,2015-07-16;2015-08-11,8/19/15
4146622581,2,2014-09-10;2014-10-14,10/14/14,8/19/15
5064137410,6,2015-02-27;2015-03-17;2015-04-03;2015-04-24;2015-05-22;2015-06-17,2015-03-14;2015-04-01;2015-04-24;2015-05-20;2015-06-13,8/19/15
3435646267,6,2014-09-26;2014-10-31;2014-11-26;2015-01-07;2015-02-09;2015-03-23,2014-10-17;2014-11-21;2014-12-21;2015-02-04;2015-03-21,8/19/15
7381703622,3,2015-07-04;2015-07-18;2015-08-19,2015-07-12;2015-07-23,8/19/15
3525069691,1,2/27/15,,8/19/15
4460847262,4,2015-07-24;2015-08-07;2015-08-09;2015-08-15,2015-08-07;2015-08-09;2015-08-15,8/19/15
3950963431,1,5/7/15,5/27/15,8/19/15
2133314717,3,2015-05-07;2015-05-17;2015-05-20,2015-05-17;2015-05-20,8/19/15
3419286937,1,6/20/15,7/17/15,8/19/15
5018829972,2,2015-03-30;2015-04-09,4/4/15,8/19/15
5004213430,2,2015-07-12;2015-08-11,8/10/15,8/19/15
1862148446,4,2015-05-04;2015-05-26;2015-06-11;2015-08-16,2015-05-25;2015-06-10;2015-07-02,8/19/15
4732601069,3,2015-05-12;2015-05-19;2015-05-28,2015-05-19;2015-05-21,8/19/15
8278230987,2,2015-02-10;2015-03-04,3/3/15,8/19/15
8839970497,16,2014-10-13;2014-10-27;2014-12-13;2015-01-03;2015-01-23;2015-02-06;2015-03-04;2015-03-27;2015-04-28;2015-05-20;2015-06-11;2015-06-29;2015-07-02;2015-07-14;2015-07-29;2015-08-08,2014-10-25;2014-11-17;2015-01-03;2015-01-23;2015-02-05;2015-02-27;2015-03-25;2015-04-17;2015-05-20;2015-06-10;2015-06-27;2015-06-29;2015-07-13;2015-07-28;2015-08-08,8/19/15
5810007060,1,11/28/14,,8/19/15
4337834140,8,2015-04-28;2015-05-13;2015-05-26;2015-06-10;2015-06-22;2015-07-11;2015-07-28;2015-08-19,2015-05-13;2015-05-26;2015-06-10;2015-06-22;2015-07-11;2015-07-28;2015-08-19,8/19/15
5979082957,1,7/23/15,8/6/15,8/19/15
4030617594,3,2015-04-02;2015-04-28;2015-05-12,2015-04-27;2015-05-12,8/19/15
3082010991,5,2015-06-30;2015-07-03;2015-07-07;2015-07-14;2015-07-21,2015-07-03;2015-07-07;2015-07-14;2015-07-21,8/19/15
6100057929,1,6/24/14,7/14/14,8/19/15
5733285355,4,2015-06-15;2015-06-26;2015-07-16;2015-07-27,2015-06-22;2015-07-03;2015-07-27;2015-08-17,8/19/15
9900698075,2,2015-07-10;2015-07-31,7/26/15,8/19/15
9036331394,2,2015-05-03;2015-07-13,2015-06-25;2015-07-31,8/19/15
1767540225,1,6/4/15,6/25/15,8/19/15
6034981056,4,2015-04-26;2015-04-30;2015-05-06;2015-07-25,2015-04-28;2015-05-06;2015-07-25,8/19/15
1212953829,5,2015-02-18;2015-03-04;2015-03-23;2015-04-08;2015-05-23,2015-03-04;2015-03-22;2015-04-07;2015-04-30,8/19/15
1661102022,1,6/16/14,,8/19/15
4194649044,1,5/27/15,6/19/15,8/19/15
9955035119,7,2015-02-19;2015-03-11;2015-04-12;2015-05-07;2015-06-10;2015-07-13;2015-08-05,2015-02-26;2015-03-28;2015-05-05;2015-06-09;2015-07-13;2015-08-05,8/19/15
3206224066,1,7/30/14,,8/19/15
2847751420,1,7/27/15,,8/19/15
8529623453,3,2015-06-20;2015-07-13;2015-08-04,2015-07-11;2015-08-03,8/19/15
2916310278,3,2015-07-12;2015-07-23;2015-08-13,2015-07-23;2015-08-13,8/19/15
5875230942,1,6/9/14,,8/19/15
7526973171,4,2015-04-12;2015-04-27;2015-05-02;2015-05-06,2015-04-27;2015-05-02;2015-05-06,8/19/15
4252440796,1,7/19/15,8/10/15,8/19/15
2636722159,4,2015-06-15;2015-06-30;2015-07-20;2015-08-09,2015-06-29;2015-07-20;2015-08-09,8/19/15
8806418646,1,8/8/14,,8/19/15
2614224686,1,7/26/15,,8/19/15
5346231779,2,2014-05-08;2014-05-22,5/21/14,8/19/15
1766763696,2,2015-02-26;2015-07-20,2015-02-28;2015-07-29,8/19/15
1064638493,3,2015-04-19;2015-05-13;2015-06-12,2015-05-13;2015-06-12;2015-07-15,8/19/15
5560444736,1,6/26/15,,8/19/15
1447788669,7,2015-04-25;2015-05-08;2015-05-22;2015-06-11;2015-07-01;2015-07-20;2015-08-10,2015-05-08;2015-05-22;2015-06-10;2015-07-01;2015-07-20;2015-08-10,8/19/15
5530713621,1,7/9/15,7/28/15,8/19/15
5517270647,1,12/17/14,,8/19/15
1513646713,3,2015-05-17;2015-05-29;2015-06-05,2015-05-25;2015-06-05;2015-08-19,8/19/15
5123229643,5,2015-05-08;2015-05-24;2015-06-21;2015-07-07;2015-07-29,2015-05-24;2015-06-13;2015-07-07;2015-07-29,8/19/15
6572992960,7,2015-04-21;2015-04-26;2015-05-13;2015-05-30;2015-06-20;2015-07-09;2015-08-08,2015-04-26;2015-05-13;2015-05-30;2015-06-20;2015-07-09;2015-08-06,8/19/15
9865454850,4,2015-05-23;2015-06-08;2015-07-17;2015-08-18,2015-06-07;2015-06-28;2015-08-07,8/19/15
7961003085,1,6/23/15,6/27/15,8/19/15
1287191810,7,2015-03-27;2015-04-07;2015-04-21;2015-05-05;2015-05-22;2015-06-11;2015-06-30,2015-04-07;2015-04-21;2015-05-05;2015-05-22;2015-06-11;2015-06-30,8/19/15
5241853297,1,3/6/15,,8/19/15
2327560619,3,2015-01-17;2015-02-10;2015-02-23,2015-02-03;2015-02-23,8/19/15
9003357851,4,2015-05-30;2015-06-06;2015-07-01;2015-07-28,2015-06-06;2015-06-27;2015-07-28,8/19/15
4540783923,2,2015-07-23;2015-08-16,8/14/15,8/19/15
2746795632,6,2015-06-10;2015-06-22;2015-07-11;2015-07-14;2015-08-05;2015-08-17,2015-06-21;2015-07-09;2015-07-13;2015-08-04;2015-08-16,8/19/15
2750363292,2,2015-06-04;2015-07-03,2015-06-28;2015-07-30,8/19/15
8686243541,2,2015-05-24;2015-07-10,2015-06-14;2015-08-10,8/19/15
6240263090,4,2015-06-27;2015-07-08;2015-07-28;2015-08-11,2015-07-08;2015-07-28;2015-08-11,8/19/15
6581882246,3,2015-03-25;2015-04-01;2015-04-10,2015-03-31;2015-04-10,8/19/15
2916523599,2,2014-09-05;2014-10-09,9/30/14,8/19/15
5923715507,3,2015-02-07;2015-08-09;2015-08-18,8/18/15,8/19/15
9656418246,6,2015-04-25;2015-05-18;2015-06-10;2015-06-15;2015-07-10;2015-07-24,2015-05-08;2015-06-10;2015-06-15;2015-07-10;2015-07-24;2015-08-19,8/19/15
2876398156,1,11/6/14,,8/19/15
8092607634,14,2014-10-14;2014-11-10;2015-01-03;2015-01-25;2015-01-30;2015-02-24;2015-03-11;2015-03-31;2015-04-23;2015-05-09;2015-05-30;2015-06-22;2015-07-04;2015-07-16,2014-10-25;2014-12-01;2015-01-24;2015-01-29;2015-02-23;2015-03-11;2015-03-26;2015-04-22;2015-05-07;2015-05-24;2015-06-22;2015-07-01;2015-07-16;2015-08-08,8/19/15
8540946794,10,2015-03-20;2015-04-09;2015-05-01;2015-05-19;2015-06-08;2015-06-21;2015-07-03;2015-07-11;2015-07-28;2015-08-09,2015-04-08;2015-05-01;2015-05-19;2015-06-08;2015-06-21;2015-07-03;2015-07-11;2015-07-28;2015-08-09,8/19/15
6297081953,1,8/11/14,,8/19/15
6386601342,5,2015-06-01;2015-07-02;2015-07-17;2015-07-26;2015-08-06,2015-06-17;2015-07-17;2015-07-25;2015-08-05,8/19/15
6666930711,3,2015-05-21;2015-06-23;2015-08-07,2015-06-11;2015-07-30,8/19/15
8740760572,6,2015-05-19;2015-05-27;2015-06-05;2015-06-19;2015-07-10;2015-07-31,2015-05-27;2015-06-03;2015-06-17;2015-07-10;2015-07-31,8/19/15
1090396622,1,8/21/14,,8/19/15
9478427902,5,2015-06-12;2015-06-26;2015-06-27;2015-07-03;2015-07-13,2015-06-25;2015-06-27;2015-07-03;2015-07-13,8/19/15
7038032168,4,2015-06-13;2015-06-29;2015-07-14;2015-08-05,2015-06-29;2015-07-13;2015-08-04,8/19/15
5167938983,7,2015-05-07;2015-05-11;2015-05-31;2015-06-15;2015-07-08;2015-07-22;2015-08-06,2015-05-11;2015-05-28;2015-06-15;2015-07-02;2015-07-22;2015-08-06,8/19/15
7372142755,13,2015-03-29;2015-04-03;2015-04-08;2015-04-12;2015-04-25;2015-05-17;2015-06-02;2015-06-17;2015-07-01;2015-07-14;2015-07-24;2015-08-01;2015-08-15,2015-04-02;2015-04-08;2015-04-11;2015-04-25;2015-05-14;2015-06-01;2015-06-17;2015-07-01;2015-07-14;2015-08-01;2015-08-15,8/19/15
2795350446,2,2015-02-05;2015-02-25,2/25/15,8/19/15
4390479181,5,2015-07-15;2015-07-28;2015-08-04;2015-08-12;2015-08-14,2015-07-28;2015-08-04;2015-08-11;2015-08-14,8/19/15
8379961584,5,2015-06-21;2015-06-29;2015-07-07;2015-07-21;2015-08-13,2015-06-29;2015-07-07;2015-07-21;2015-08-13,8/19/15
1180207250,1,11/11/14,,8/19/15
4650748452,4,2015-07-16;2015-07-28;2015-08-07;2015-08-19,2015-07-28;2015-08-07;2015-08-19,8/19/15
1963789232,1,4/27/15,,8/19/15
9666559145,2,2015-05-22;2015-06-13,6/12/15,8/19/15
2901782279,6,2015-05-02;2015-06-04;2015-06-29;2015-07-10;2015-07-22;2015-08-05,2015-05-23;2015-06-25;2015-07-10;2015-07-22;2015-08-05,8/19/15
3200903086,1,4/30/15,,8/19/15
1177471131,1,8/19/14,,8/19/15
6766803957,3,2015-06-29;2015-08-03;2015-08-10,2015-08-02;2015-08-09,8/19/15
7691808756,1,2/17/15,,8/19/15
5255086303,10,2014-10-22;2014-11-07;2014-11-09;2014-12-05;2014-12-20;2015-01-10;2015-01-30;2015-03-10;2015-03-30;2015-04-30,2014-11-05;2014-11-09;2014-11-27;2014-12-19;2015-01-10;2015-01-30;2015-02-23;2015-03-30;2015-04-29,8/19/15
3290581266,1,3/7/15,3/31/15,8/19/15
3939663286,16,2014-09-25;2014-10-16;2014-11-08;2014-12-03;2014-12-30;2015-01-27;2015-03-02;2015-04-12;2015-05-01;2015-05-18;2015-05-28;2015-06-13;2015-06-17;2015-07-06;2015-07-20;2015-08-01,2014-10-15;2014-11-07;2014-12-01;2014-12-25;2015-01-26;2015-02-20;2015-03-18;2015-04-27;2015-05-13;2015-05-26;2015-06-13;2015-06-17;2015-07-05;2015-07-20;2015-07-30,8/19/15
5248964653,1,11/7/14,,8/19/15
4431726673,1,5/28/15,,8/19/15
8425972319,1,8/15/14,,8/19/15
5521864872,1,7/15/14,,8/19/15
7769459042,2,2015-03-26;2015-04-16,4/13/15,8/19/15
7803964963,8,2015-04-09;2015-04-16;2015-05-01;2015-05-21;2015-06-02;2015-06-17;2015-07-03;2015-08-11,2015-04-16;2015-05-01;2015-05-18;2015-06-02;2015-06-17;2015-07-03;2015-08-11,8/19/15
4702513294,1,7/28/15,,8/19/15
1802377828,3,2015-06-18;2015-06-30;2015-07-13,2015-06-30;2015-07-13,8/19/15
7336051313,2,2015-05-06;2015-05-12,5/12/15,8/19/15
9661362272,7,2015-04-09;2015-04-17;2015-05-03;2015-05-22;2015-06-09;2015-07-12;2015-07-25,2015-04-17;2015-05-03;2015-05-22;2015-06-09;2015-06-30;2015-07-25;2015-08-17,8/19/15
8615494905,2,2015-07-17;2015-08-19,8/19/15,8/19/15
3390119816,4,2015-07-16;2015-07-21;2015-07-28;2015-08-09,2015-07-21;2015-07-28;2015-08-09,8/19/15
2246622383,2,2015-07-07;2015-08-04,7/29/15,8/19/15
6448249622,3,2015-05-29;2015-06-26;2015-07-07,2015-06-26;2015-07-07,8/19/15
4908096316,4,2015-05-13;2015-06-05;2015-06-30;2015-07-27,2015-06-05;2015-06-29;2015-07-24,8/19/15
1654887836,1,2/3/15,,8/19/15
8194919845,4,2015-07-04;2015-07-21;2015-07-27;2015-08-10,2015-07-21;2015-07-27;2015-08-10,8/19/15
3431150888,8,2015-05-01;2015-05-15;2015-05-22;2015-06-04;2015-06-13;2015-06-23;2015-07-18;2015-08-06,2015-05-15;2015-05-22;2015-06-04;2015-06-13;2015-06-23;2015-07-18;2015-08-05,8/19/15
3930083269,3,2014-05-19;2014-06-05;2014-06-30,2014-05-27;2014-06-27,8/19/15
7537202594,1,8/29/14,,8/19/15
6348357419,2,2015-07-03;2015-07-23,7/22/15,8/19/15
9164049071,2,2015-06-02;2015-06-10,6/10/15,8/19/15
8685630915,1,6/25/14,,8/19/15
2121469740,2,2015-07-27;2015-08-11,8/11/15,8/19/15
9649964299,2,2015-04-09;2015-05-04,4/27/15,8/19/15
4226607694,9,2015-04-01;2015-04-15;2015-05-05;2015-05-20;2015-06-03;2015-06-22;2015-07-09;2015-07-24;2015-08-08,2015-04-15;2015-05-05;2015-05-20;2015-06-03;2015-06-22;2015-07-09;2015-07-24;2015-08-08,8/19/15
7062861325,5,2015-03-06;2015-03-28;2015-04-13;2015-05-05;2015-05-27,2015-03-26;2015-04-13;2015-05-04;2015-05-25,8/19/15
2528750026,6,2014-05-24;2014-06-12;2014-07-08;2014-07-25;2014-09-20;2014-11-26,2014-06-04;2014-07-05;2014-07-25;2014-09-19;2014-11-25,8/19/15
5433168922,2,2015-03-03;2015-03-23,3/23/15,8/19/15
9360194810,3,2015-07-14;2015-07-21;2015-08-04,2015-07-21;2015-08-04,8/19/15
3997325567,1,7/15/15,7/31/15,8/19/15
6891187473,1,5/13/14,,8/19/15
2583567580,2,2015-07-19;2015-08-03,7/28/15,8/19/15
9504924784,1,7/21/14,,8/19/15
2972009047,2,2015-07-22;2015-08-16,8/16/15,8/19/15
4609303188,8,2015-05-23;2015-05-27;2015-05-28;2015-06-01;2015-06-08;2015-06-22;2015-07-11;2015-08-01,2015-05-27;2015-05-28;2015-06-01;2015-06-07;2015-06-22;2015-07-11;2015-08-01,8/19/15
9611014004,1,11/21/14,,8/19/15
7359680125,10,2015-03-06;2015-03-27;2015-04-11;2015-05-01;2015-05-16;2015-06-01;2015-06-12;2015-07-02;2015-07-23;2015-08-15,2015-03-27;2015-04-10;2015-04-28;2015-05-15;2015-06-01;2015-06-12;2015-07-01;2015-07-23;2015-08-12,8/19/15
1931231157,4,2015-07-17;2015-07-24;2015-07-24;2015-07-29,2015-07-23;2015-07-24;2015-07-29,8/19/15
2668523412,1,7/6/14,,8/19/15
7503162837,4,2015-07-16;2015-07-19;2015-07-29;2015-08-19,2015-07-19;2015-07-29;2015-08-19,8/19/15
6604669502,4,2015-06-08;2015-06-24;2015-06-29;2015-07-15,2015-06-24;2015-06-29;2015-07-14,8/19/15
6307005446,3,2015-07-23;2015-07-31;2015-08-12,2015-07-30;2015-08-06;2015-08-18,8/19/15
9046729670,1,8/27/14,,8/19/15
3422259391,3,2014-05-16;2014-06-07;2014-07-03,2014-06-06;2014-07-01,8/19/15
6587788348,3,2015-06-21;2015-07-10;2015-08-01,2015-07-10;2015-08-01,8/19/15
1612135424,3,2014-07-24;2015-03-11;2015-08-06,2014-11-09;2015-08-05,8/19/15
6848523196,1,7/23/15,,8/19/15
4421592908,2,2015-06-25;2015-07-28,7/16/15,8/19/15
6674177866,2,2015-06-17;2015-07-08,2015-06-24;2015-07-28,8/19/15
7959578837,4,2015-06-02;2015-06-26;2015-06-29;2015-07-20,2015-06-26;2015-06-29;2015-07-20,8/19/15
5849887456,1,5/4/15,,8/19/15
2552675755,19,2014-09-26;2014-10-15;2014-11-04;2014-11-19;2014-12-09;2014-12-23;2015-01-09;2015-01-24;2015-02-16;2015-02-25;2015-03-04;2015-03-20;2015-04-07;2015-04-18;2015-05-06;2015-05-15;2015-06-05;2015-06-27;2015-07-19,2014-10-15;2014-11-04;2014-11-19;2014-12-04;2014-12-23;2015-01-09;2015-01-24;2015-02-15;2015-02-25;2015-03-04;2015-03-20;2015-04-04;2015-04-18;2015-05-06;2015-05-15;2015-06-05;2015-06-27;2015-07-19,8/19/15
8128789355,1,7/19/14,,8/19/15
7899551322,1,6/20/15,,8/19/15
4552401360,1,6/11/14,,8/19/15
6288962292,3,2015-05-04;2015-05-20;2015-06-25,2015-05-19;2015-06-12,8/19/15
7970308274,5,2015-05-22;2015-06-05;2015-06-21;2015-07-12;2015-08-02,2015-06-05;2015-06-21;2015-07-12;2015-08-02,8/19/15
5618080444,11,2015-04-24;2015-05-06;2015-05-14;2015-05-23;2015-05-31;2015-06-17;2015-06-24;2015-07-01;2015-07-09;2015-07-16;2015-08-01,2015-05-06;2015-05-14;2015-05-23;2015-05-31;2015-06-17;2015-06-24;2015-07-01;2015-07-09;2015-07-16;2015-08-01,8/19/15
1838953053,2,2015-07-05;2015-07-29,7/24/15,8/19/15
9401390636,1,7/22/14,,8/19/15
8041467929,1,11/3/14,,8/19/15
3583731581,1,2/27/15,3/19/15,8/19/15
7748166377,2,2015-07-17;2015-08-08,8/8/15,8/19/15
2461249534,1,4/17/15,5/12/15,8/19/15
3110924673,1,9/23/14,,8/19/15
3107893674,6,2015-05-29;2015-06-08;2015-06-22;2015-07-01;2015-07-04;2015-07-24,2015-06-08;2015-06-22;2015-07-01;2015-07-04;2015-07-24,8/19/15
5736208977,4,2015-03-28;2015-03-31;2015-04-07;2015-04-30,2015-03-31;2015-04-03;2015-04-28,8/19/15
7762100560,2,2015-07-23;2015-08-04,8/4/15,8/19/15
4991604311,2,2015-06-25;2015-07-12,7/12/15,8/19/15
5833760454,5,2015-04-22;2015-05-16;2015-06-05;2015-07-03;2015-07-31,2015-05-13;2015-06-04;2015-06-26;2015-07-23,8/19/15
8720349802,2,2015-03-28;2015-04-09,4/4/15,8/19/15
5418329969,3,2015-07-03;2015-07-11;2015-07-16,2015-07-11;2015-07-16,8/19/15
5514618037,1,6/8/15,6/16/15,8/19/15
3955785772,4,2015-05-27;2015-06-11;2015-06-30;2015-07-29,2015-06-10;2015-06-30;2015-07-22;2015-08-12,8/19/15
8115915015,1,7/24/15,8/18/15,8/19/15
4166295326,2,2015-07-21;2015-08-08,7/29/15,8/19/15
8948179644,1,7/19/15,8/5/15,8/19/15
8838001754,1,7/26/15,,8/19/15
5482790346,1,7/20/14,,8/19/15
7134462308,1,5/24/15,,8/19/15
1047997155,10,2015-03-12;2015-03-25;2015-04-03;2015-04-10;2015-04-18;2015-05-11;2015-05-29;2015-06-21;2015-07-15;2015-08-15,2015-03-25;2015-04-03;2015-04-10;2015-04-18;2015-05-11;2015-05-28;2015-06-21;2015-07-15;2015-08-15,8/19/15
3381094541,3,2015-06-29;2015-07-23;2015-08-15,2015-07-09;2015-08-13,8/19/15
7258291810,2,2015-06-28;2015-07-05,2015-07-05;2015-07-17,8/19/15
4572113844,2,2015-07-14;2015-08-03,8/2/15,8/19/15
