person_id_random,hasDualSim,hasWlan,hasBluetooth,android_version
2235447216,0.0,1,1,4
7232432889,1.0,1,1,4
4746602099,0.0,1,1,4
5284029609,0.0,1,1,4
5511930733,0.0,1,1,4
6896652654,1.0,0,1,4
8115915015,0.0,1,1,4
4460847262,0.0,0,1,4
3341030922,0.0,0,1,4
3379597805,0.0,1,1,4
7589645523,1.0,0,1,4
4756053552,1.0,1,1,4
3804528307,1.0,1,1,4
8594242129,0.0,1,1,4
2990471607,0.0,1,1,4
8707691098,1.0,0,1,4
6171176971,0.0,1,1,4
2614224686,0.0,1,1,4
2345287133,0.0,1,1,4
8838001754,0.0,1,1,4
4368145247,0.0,1,1,4
6972053524,0.0,0,1,4
4202412536,1.0,0,1,4
1810141165,1.0,1,1,4
4785949170,0.0,1,1,4
2772007373,0.0,1,1,4
6490017335,0.0,1,1,4
6094242225,0.0,1,1,4
9889040447,0.0,1,1,4
6768500803,0.0,1,0,4
2121469740,0.0,0,1,4
2847751420,0.0,1,1,4
4473052530,0.0,1,1,4
5213679097,0.0,1,1,4
5507647821,0.0,0,1,4
7547786426,0.0,1,1,4
4702513294,0.0,0,1,4
4461208066,0.0,1,1,4
6504272298,0.0,0,1,4
1174725935,0.0,1,1,4
3116973938,0.0,1,1,4
5781556178,0.0,0,1,4
7161900629,0.0,1,1,4
6640166679,0.0,1,1,4
