person_id_random,currentDate,loanStartDatesFirst,loanPaidDatesLast,payoffDays,paidOff,paidOffDuring30
7769459042,2015-08-19,2015-03-26,2015-04-13,18.0,1,0
7803964963,2015-08-19,2015-04-09,2015-04-16,7.0,1,0
4702513294,2015-08-19,2015-07-28,,22.0,0,0
1802377828,2015-08-19,2015-06-18,2015-06-30,12.0,1,0
7336051313,2015-08-19,2015-05-06,2015-05-12,6.0,1,0
9661362272,2015-08-19,2015-04-09,2015-04-17,8.0,1,0
8615494905,2015-08-19,2015-07-17,2015-08-19,33.0,1,1
3390119816,2015-08-19,2015-07-16,2015-07-21,5.0,1,0
2246622383,2015-08-19,2015-07-07,2015-07-29,22.0,1,0
6448249622,2015-08-19,2015-05-29,2015-06-26,28.0,1,0
4908096316,2015-08-19,2015-05-13,2015-06-05,23.0,1,0
1654887836,2015-08-19,2015-02-03,,197.0,0,1
8194919845,2015-08-19,2015-07-04,2015-07-21,17.0,1,0
3431150888,2015-08-19,2015-05-01,2015-05-15,14.0,1,0
3930083269,2015-08-19,2014-05-19,2014-05-27,8.0,1,0
7537202594,2015-08-19,2014-08-29,,355.0,0,1
6348357419,2015-08-19,2015-07-03,2015-07-22,19.0,1,0
9164049071,2015-08-19,2015-06-02,2015-06-10,8.0,1,0
8685630915,2015-08-19,2014-06-25,,420.0,0,1
2121469740,2015-08-19,2015-07-27,2015-08-11,15.0,1,0
9649964299,2015-08-19,2015-04-09,2015-04-27,18.0,1,0
4226607694,2015-08-19,2015-04-01,2015-04-15,14.0,1,0
7062861325,2015-08-19,2015-03-06,2015-03-26,20.0,1,0
2528750026,2015-08-19,2014-05-24,2014-06-04,11.0,1,0
5433168922,2015-08-19,2015-03-03,2015-03-23,20.0,1,0
9360194810,2015-08-19,2015-07-14,2015-07-21,7.0,1,0
3997325567,2015-08-19,2015-07-15,2015-07-31,16.0,1,0
6891187473,2015-08-19,2014-05-13,,463.0,0,1
2583567580,2015-08-19,2015-07-19,2015-07-28,9.0,1,0
9504924784,2015-08-19,2014-07-21,,394.0,0,1
2972009047,2015-08-19,2015-07-22,2015-08-16,25.0,1,0
4609303188,2015-08-19,2015-05-23,2015-05-27,4.0,1,0
9611014004,2015-08-19,2014-11-21,,271.0,0,1
7359680125,2015-08-19,2015-03-06,2015-03-27,21.0,1,0
1931231157,2015-08-19,2015-07-17,2015-07-23,6.0,1,0
2668523412,2015-08-19,2014-07-06,,409.0,0,1
7503162837,2015-08-19,2015-07-16,2015-07-19,3.0,1,0
6604669502,2015-08-19,2015-06-08,2015-06-24,16.0,1,0
6307005446,2015-08-19,2015-07-23,2015-07-30,7.0,1,0
9046729670,2015-08-19,2014-08-27,,357.0,0,1
3422259391,2015-08-19,2014-05-16,2014-06-06,21.0,1,0
6587788348,2015-08-19,2015-06-21,2015-07-10,19.0,1,0
1612135424,2015-08-19,2014-07-24,2014-11-09,108.0,1,1
6848523196,2015-08-19,2015-07-23,,27.0,0,0
4421592908,2015-08-19,2015-06-25,2015-07-16,21.0,1,0
6674177866,2015-08-19,2015-06-17,2015-06-24,7.0,1,0
7959578837,2015-08-19,2015-06-02,2015-06-26,24.0,1,0
5849887456,2015-08-19,2015-05-04,,107.0,0,1
2552675755,2015-08-19,2014-09-26,2014-10-15,19.0,1,0
8128789355,2015-08-19,2014-07-19,,396.0,0,1
7899551322,2015-08-19,2015-06-20,,60.0,0,1
4552401360,2015-08-19,2014-06-11,,434.0,0,1
6288962292,2015-08-19,2015-05-04,2015-05-19,15.0,1,0
7970308274,2015-08-19,2015-05-22,2015-06-05,14.0,1,0
5618080444,2015-08-19,2015-04-24,2015-05-06,12.0,1,0
1838953053,2015-08-19,2015-07-05,2015-07-24,19.0,1,0
9401390636,2015-08-19,2014-07-22,,393.0,0,1
8041467929,2015-08-19,2014-11-03,,289.0,0,1
3583731581,2015-08-19,2015-02-27,2015-03-19,20.0,1,0
7748166377,2015-08-19,2015-07-17,2015-08-08,22.0,1,0
2461249534,2015-08-19,2015-04-17,2015-05-12,25.0,1,0
3110924673,2015-08-19,2014-09-23,,330.0,0,1
3107893674,2015-08-19,2015-05-29,2015-06-08,10.0,1,0
5736208977,2015-08-19,2015-03-28,2015-03-31,3.0,1,0
7762100560,2015-08-19,2015-07-23,2015-08-04,12.0,1,0
4991604311,2015-08-19,2015-06-25,2015-07-12,17.0,1,0
5833760454,2015-08-19,2015-04-22,2015-05-13,21.0,1,0
8720349802,2015-08-19,2015-03-28,2015-04-04,7.0,1,0
5418329969,2015-08-19,2015-07-03,2015-07-11,8.0,1,0
5514618037,2015-08-19,2015-06-08,2015-06-16,8.0,1,0
3955785772,2015-08-19,2015-05-27,2015-06-10,14.0,1,0
8115915015,2015-08-19,2015-07-24,2015-08-18,25.0,1,0
4166295326,2015-08-19,2015-07-21,2015-07-29,8.0,1,0
8948179644,2015-08-19,2015-07-19,2015-08-05,17.0,1,0
8838001754,2015-08-19,2015-07-26,,24.0,0,0
5482790346,2015-08-19,2014-07-20,,395.0,0,1
7134462308,2015-08-19,2015-05-24,,87.0,0,1
1047997155,2015-08-19,2015-03-12,2015-03-25,13.0,1,0
3381094541,2015-08-19,2015-06-29,2015-07-09,10.0,1,0
7258291810,2015-08-19,2015-06-28,2015-07-05,7.0,1,0
4572113844,2015-08-19,2015-07-14,2015-08-02,19.0,1,0
6819782604,2015-08-19,2015-06-14,2015-07-08,24.0,1,0
7054628663,2015-08-19,2015-05-12,2015-06-02,21.0,1,0
3419190754,2015-08-19,2015-06-06,2015-06-26,20.0,1,0
5494244789,2015-08-19,2015-07-14,2015-07-31,17.0,1,0
5134405695,2015-08-19,2015-07-23,2015-07-27,4.0,1,0
7225933812,2015-08-19,2015-03-31,,141.0,0,1
3335172180,2015-08-19,2015-04-09,2015-05-23,44.0,1,1
8341793330,2015-08-19,2015-07-15,2015-07-25,10.0,1,0
8232732829,2015-08-19,2015-07-21,2015-08-18,28.0,1,0
3523225738,2015-08-19,2015-01-13,2015-02-03,21.0,1,0
7850063072,2015-08-19,2015-06-06,2015-06-26,20.0,1,0
5896978842,2015-08-19,2015-03-11,2015-03-31,20.0,1,0
3601132624,2015-08-19,2015-06-11,2015-06-30,19.0,1,0
3833162176,2015-08-19,2015-04-09,2015-04-14,5.0,1,0
4785949170,2015-08-19,2015-07-27,2015-08-17,21.0,1,0
8603630266,2015-08-19,2015-07-05,2015-07-10,5.0,1,0
1084690398,2015-08-19,2015-02-12,2015-02-20,8.0,1,0
6718085882,2015-08-19,2015-03-05,,167.0,0,1
2182911230,2015-08-19,2015-06-29,,51.0,0,1
5610431323,2015-08-19,2015-07-18,2015-08-08,21.0,1,0
3075741637,2015-08-19,2015-02-25,2015-03-13,16.0,1,0
8258117248,2015-08-19,2015-04-24,2015-04-28,4.0,1,0
7272279612,2015-08-19,2015-06-30,,50.0,0,1
4645275853,2015-08-19,2015-04-01,2015-04-10,9.0,1,0
4883971352,2015-08-19,2015-05-11,2015-05-22,11.0,1,0
5284029609,2015-08-19,2015-07-24,2015-08-06,13.0,1,0
4489754615,2015-08-19,2015-03-25,2015-04-10,16.0,1,0
9945630480,2015-08-19,2015-07-22,2015-08-01,10.0,1,0
7962463991,2015-08-19,2015-05-18,2015-06-01,14.0,1,0
9123965963,2015-08-19,2015-04-27,2015-05-19,22.0,1,0
3342477379,2015-08-19,2014-05-07,2014-05-28,21.0,1,0
3804528307,2015-08-19,2015-07-24,,26.0,0,0
7717500506,2015-08-19,2014-08-01,,383.0,0,1
8145138919,2015-08-19,2015-07-14,2015-08-07,24.0,1,0
2136127632,2015-08-19,2015-05-28,2015-06-26,29.0,1,0
8699204874,2015-08-19,2015-06-22,2015-06-29,7.0,1,0
9289420258,2015-08-19,2015-07-23,2015-08-11,19.0,1,0
9767557484,2015-08-19,2015-04-21,2015-05-05,14.0,1,0
5507647821,2015-08-19,2015-07-28,,22.0,0,0
3884829185,2015-08-19,2014-05-15,2014-06-30,46.0,1,1
2954902920,2015-08-19,2015-05-25,,86.0,0,1
2010370470,2015-08-19,2015-05-21,2015-06-04,14.0,1,0
1884909893,2015-08-19,2015-04-22,2015-05-04,12.0,1,0
5281600996,2015-08-19,2015-05-01,2015-05-07,6.0,1,0
8291626998,2015-08-19,2015-02-06,,194.0,0,1
7483594912,2015-08-19,2015-06-11,2015-06-25,14.0,1,0
4733088866,2015-08-19,2015-07-11,2015-07-30,19.0,1,0
7444746096,2015-08-19,2014-07-02,2014-07-23,21.0,1,0
6896652654,2015-08-19,2015-07-24,2015-08-06,13.0,1,0
7547786426,2015-08-19,2015-07-28,,22.0,0,0
3188570699,2015-08-19,2015-04-14,2015-04-24,10.0,1,0
2764011037,2015-08-19,2015-03-23,,149.0,0,1
2606114764,2015-08-19,2015-06-10,2015-06-15,5.0,1,0
2683538279,2015-08-19,2014-07-01,2014-07-14,13.0,1,0
6406939440,2015-08-19,2015-05-11,,100.0,0,1
7445827446,2015-08-19,2015-05-25,2015-05-27,2.0,1,0
7839108662,2015-08-19,2015-02-07,,193.0,0,1
4943128258,2015-08-19,2014-08-18,,366.0,0,1
1557417067,2015-08-19,2015-06-17,2015-06-21,4.0,1,0
3567588210,2015-08-19,2015-03-12,2015-04-02,21.0,1,0
9854161442,2015-08-19,2014-09-26,,327.0,0,1
9981142125,2015-08-19,2015-07-21,2015-08-11,21.0,1,0
9263351105,2015-08-19,2015-03-29,2015-04-15,17.0,1,0
7650974066,2015-08-19,2015-03-04,2015-03-23,19.0,1,0
4058888009,2015-08-19,2015-03-31,2015-04-14,14.0,1,0
8948452846,2015-08-19,2015-01-06,2015-01-31,25.0,1,0
2751143085,2015-08-19,2015-05-04,2015-05-09,5.0,1,0
8210865312,2015-08-19,2015-07-06,2015-07-25,19.0,1,0
4901712280,2015-08-19,2015-03-19,,153.0,0,1
5345006498,2015-08-19,2015-02-17,2015-02-27,10.0,1,0
3394363896,2015-08-19,2015-02-19,,181.0,0,1
7093035860,2015-08-19,2014-10-08,2014-10-18,10.0,1,0
3480756825,2015-08-19,2014-11-18,,274.0,0,1
6356967879,2015-08-19,2015-06-06,2015-06-25,19.0,1,0
3679328472,2015-08-19,2015-02-26,2015-03-17,19.0,1,0
9047422306,2015-08-19,2014-10-24,,299.0,0,1
7083488094,2015-08-19,2015-04-28,2015-05-10,12.0,1,0
5410424023,2015-08-19,2015-02-28,2015-03-06,6.0,1,0
3519636844,2015-08-19,2015-07-27,2015-08-03,7.0,1,0
4902519125,2015-08-19,2015-04-02,2015-05-02,30.0,1,0
4869342318,2015-08-19,2015-07-22,2015-08-12,21.0,1,0
2894538443,2015-08-19,2015-07-01,2015-07-22,21.0,1,0
7044315204,2015-08-19,2015-05-11,2015-06-01,21.0,1,0
1289196041,2015-08-19,2015-02-08,2015-02-27,19.0,1,0
4899445636,2015-08-19,2015-03-28,2015-04-17,20.0,1,0
3933368676,2015-08-19,2015-03-01,,171.0,0,1
7349042414,2015-08-19,2015-04-25,2015-05-14,19.0,1,0
3449899345,2015-08-19,2015-05-16,2015-06-30,45.0,1,1
6219345623,2015-08-19,2014-07-07,,408.0,0,1
8361684012,2015-08-19,2015-06-22,2015-07-16,24.0,1,0
9725100582,2015-08-19,2014-08-11,2014-09-01,21.0,1,0
3278293306,2015-08-19,2014-12-05,,257.0,0,1
2451912502,2015-08-19,2015-06-17,,63.0,0,1
4167056538,2015-08-19,2014-10-21,,302.0,0,1
5571509882,2015-08-19,2015-06-27,2015-07-15,18.0,1,0
2191396226,2015-08-19,2015-03-27,2015-04-11,15.0,1,0
2037137184,2015-08-19,2015-04-13,2015-07-05,83.0,1,1
2535886983,2015-08-19,2015-07-16,2015-07-25,9.0,1,0
5825472282,2015-08-19,2014-08-18,,366.0,0,1
8201813416,2015-08-19,2015-07-14,2015-07-21,7.0,1,0
1704712487,2015-08-19,2015-02-10,2015-02-24,14.0,1,0
1716829174,2015-08-19,2015-02-26,,174.0,0,1
8165102081,2015-08-19,2014-10-13,,310.0,0,1
9927346812,2015-08-19,2015-04-23,2015-05-14,21.0,1,0
6181698436,2015-08-19,2015-05-19,2015-05-25,6.0,1,0
3584380224,2015-08-19,2014-09-09,2014-10-07,28.0,1,0
4212164517,2015-08-19,2015-07-13,2015-07-29,16.0,1,0
3337427873,2015-08-19,2015-07-10,2015-07-28,18.0,1,0
5348003279,2015-08-19,2015-06-05,2015-06-26,21.0,1,0
5936413151,2015-08-19,2015-03-26,2015-04-09,14.0,1,0
3460588992,2015-08-19,2015-05-03,2015-05-04,1.0,1,0
1512836830,2015-08-19,2014-07-22,2014-08-02,11.0,1,0
6060950564,2015-08-19,2015-02-26,2015-03-19,21.0,1,0
4447877474,2015-08-19,2015-07-21,2015-08-14,24.0,1,0
3449728273,2015-08-19,2015-06-01,2015-06-22,21.0,1,0
6124720801,2015-08-19,2015-03-29,2015-04-09,11.0,1,0
1309607936,2015-08-19,2015-03-28,,144.0,0,1
5406406018,2015-08-19,2015-06-06,2015-08-01,56.0,1,1
2609792976,2015-08-19,2015-01-15,,216.0,0,1
8397994357,2015-08-19,2014-07-08,,407.0,0,1
8210123264,2015-08-19,2015-07-24,2015-08-04,11.0,1,0
1672596057,2015-08-19,2014-09-25,,328.0,0,1
1424189176,2015-08-19,2015-05-04,2015-05-27,23.0,1,0
3603689368,2015-08-19,2015-03-03,2015-03-14,11.0,1,0
2235447216,2015-08-19,2015-07-23,2015-08-07,15.0,1,0
4437592008,2015-08-19,2015-05-18,2015-05-29,11.0,1,0
6897561002,2015-08-19,2014-08-21,,363.0,0,1
5095473176,2015-08-19,2015-06-05,2015-06-12,7.0,1,0
7812481370,2015-08-19,2015-07-14,2015-08-17,34.0,1,1
1757809206,2015-08-19,2015-07-23,,27.0,0,0
7210723238,2015-08-19,2015-06-10,2015-06-22,12.0,1,0
3814425270,2015-08-19,2015-07-22,,28.0,0,0
7955562566,2015-08-19,2015-04-12,2015-05-03,21.0,1,0
8082067022,2015-08-19,2014-10-13,2014-10-14,1.0,1,0
3521134186,2015-08-19,2015-03-27,2015-04-03,7.0,1,0
9504846186,2015-08-19,2014-08-18,,366.0,0,1
1307595846,2015-08-19,2015-07-17,,33.0,0,1
7459525133,2015-08-19,2015-04-09,2015-04-27,18.0,1,0
6295166250,2015-08-19,2014-08-06,,378.0,0,1
3149006688,2015-08-19,2015-02-18,2015-02-25,7.0,1,0
7989328264,2015-08-19,2015-06-27,2015-07-19,22.0,1,0
1987351715,2015-08-19,2015-03-04,2015-03-17,13.0,1,0
8345153046,2015-08-19,2015-07-22,2015-08-11,20.0,1,0
6932669121,2015-08-19,2015-07-15,2015-07-22,7.0,1,0
5631408893,2015-08-19,2015-05-01,,110.0,0,1
9448433849,2015-08-19,2015-02-21,,179.0,0,1
4264763102,2015-08-19,2015-03-30,2015-04-01,2.0,1,0
1135111501,2015-08-19,2014-06-24,2014-07-26,32.0,1,1
6456476162,2015-08-19,2014-10-30,,293.0,0,1
9921434346,2015-08-19,2015-06-18,2015-07-01,13.0,1,0
7833101639,2015-08-19,2015-07-09,,41.0,0,1
8141294915,2015-08-19,2014-10-10,2014-10-31,21.0,1,0
6480595561,2015-08-19,2015-05-11,2015-05-31,20.0,1,0
8394030931,2015-08-19,2015-01-17,2015-01-29,12.0,1,0
1635947875,2015-08-19,2015-02-28,2015-03-14,14.0,1,0
6540127756,2015-08-19,2015-07-13,2015-07-23,10.0,1,0
7734209346,2015-08-19,2014-06-13,,432.0,0,1
9545294644,2015-08-19,2014-05-19,2014-06-09,21.0,1,0
5907430016,2015-08-19,2015-05-26,2015-05-31,5.0,1,0
7330824170,2015-08-19,2015-07-17,,33.0,0,1
4476235367,2015-08-19,2015-06-10,2015-06-17,7.0,1,0
4652588050,2015-08-19,2015-02-20,2015-03-13,21.0,1,0
8470817553,2015-08-19,2014-09-01,2014-09-22,21.0,1,0
2105390081,2015-08-19,2015-07-22,2015-08-12,21.0,1,0
6825205022,2015-08-19,2015-07-21,2015-08-11,21.0,1,0
7108459544,2015-08-19,2015-04-16,2015-05-09,23.0,1,0
5051613304,2015-08-19,2015-06-19,,61.0,0,1
3576021824,2015-08-19,2015-07-22,2015-08-11,20.0,1,0
4646477741,2015-08-19,2015-04-16,2015-05-01,15.0,1,0
1066585922,2015-08-19,2015-07-15,,35.0,0,1
5373890168,2015-08-19,2015-03-24,,148.0,0,1
9200350130,2015-08-19,2014-11-20,,272.0,0,1
9228116233,2015-08-19,2015-03-26,2015-04-13,18.0,1,0
2278919539,2015-08-19,2014-10-10,,313.0,0,1
1010631054,2015-08-19,2015-03-03,2015-03-24,21.0,1,0
3759423303,2015-08-19,2015-06-21,2015-07-11,20.0,1,0
7356239267,2015-08-19,2015-04-28,2015-08-15,109.0,1,1
6980434746,2015-08-19,2015-05-16,2015-06-06,21.0,1,0
4345724251,2015-08-19,2014-05-24,,452.0,0,1
3379597805,2015-08-19,2015-07-24,2015-07-29,5.0,1,0
5801463353,2015-08-19,2015-05-13,2015-06-03,21.0,1,0
3116973938,2015-08-19,2015-07-28,2015-08-14,17.0,1,0
1907063151,2015-08-19,2015-07-17,2015-07-21,4.0,1,0
8466486442,2015-08-19,2015-06-21,2015-07-12,21.0,1,0
2158215982,2015-08-19,2015-07-07,2015-07-18,11.0,1,0
1532148947,2015-08-19,2015-03-12,2015-03-25,13.0,1,0
4974853726,2015-08-19,2015-06-02,2015-06-12,10.0,1,0
3096445519,2015-08-19,2015-06-17,2015-07-17,30.0,1,0
8994467797,2015-08-19,2014-06-14,,431.0,0,1
4032452127,2015-08-19,2015-07-18,2015-07-24,6.0,1,0
8406400743,2015-08-19,2014-08-20,,364.0,0,1
9578209515,2015-08-19,2015-02-23,2015-03-11,16.0,1,0
3751323480,2015-08-19,2015-07-15,2015-08-04,20.0,1,0
5958664143,2015-08-19,2014-06-03,,442.0,0,1
2693128770,2015-08-19,2014-10-09,,314.0,0,1
9881053673,2015-08-19,2015-01-29,2015-02-15,17.0,1,0
6386473095,2015-08-19,2014-06-15,2014-07-01,16.0,1,0
8357321273,2015-08-19,2015-02-26,2015-03-11,13.0,1,0
5468470748,2015-08-19,2014-12-15,,247.0,0,1
1295557792,2015-08-19,2015-04-22,2015-05-11,19.0,1,0
4613150895,2015-08-19,2015-06-17,2015-07-07,20.0,1,0
2269998618,2015-08-19,2015-06-26,2015-07-16,20.0,1,0
2046310222,2015-08-19,2015-01-29,2015-02-14,16.0,1,0
6298599815,2015-08-19,2015-07-15,2015-07-24,9.0,1,0
6975724414,2015-08-19,2015-05-21,2015-06-06,16.0,1,0
2772007373,2015-08-19,2015-07-27,,23.0,0,0
9792719672,2015-08-19,2015-06-07,2015-06-18,11.0,1,0
2974664625,2015-08-19,2015-06-03,2015-06-08,5.0,1,0
7269987518,2015-08-19,2015-03-03,2015-03-26,23.0,1,0
9137438176,2015-08-19,2015-03-28,2015-04-18,21.0,1,0
1433787755,2015-08-19,2015-07-15,,35.0,0,1
4954349033,2015-08-19,2015-07-23,,27.0,0,0
1440291623,2015-08-19,2015-03-26,,146.0,0,1
5253564370,2015-08-19,2015-05-26,,85.0,0,1
5334896838,2015-08-19,2014-04-15,2014-06-09,55.0,1,1
9714859999,2015-08-19,2015-07-21,2015-08-10,20.0,1,0
1537358892,2015-08-19,2015-04-18,2015-05-04,16.0,1,0
2017422091,2015-08-19,2015-06-22,2015-06-25,3.0,1,0
3457818790,2015-08-19,2015-06-13,2015-07-02,19.0,1,0
2300851247,2015-08-19,2015-06-16,2015-07-09,23.0,1,0
1892163498,2015-08-19,2014-06-16,,429.0,0,1
8195370829,2015-08-19,2015-06-28,2015-07-12,14.0,1,0
1229057799,2015-08-19,2015-03-24,2015-04-06,13.0,1,0
3307407390,2015-08-19,2015-02-09,,191.0,0,1
4540051772,2015-08-19,2015-03-29,2015-04-02,4.0,1,0
9477378963,2015-08-19,2014-11-14,,278.0,0,1
5732259298,2015-08-19,2015-04-20,,121.0,0,1
8315543219,2015-08-19,2015-02-18,2015-03-10,20.0,1,0
8451978998,2015-08-19,2015-07-09,2015-07-14,5.0,1,0
6724414152,2015-08-19,2015-03-25,2015-04-21,27.0,1,0
4094268919,2015-08-19,2015-07-18,2015-07-24,6.0,1,0
5783698569,2015-08-19,2015-02-15,2015-03-05,18.0,1,0
1581673854,2015-08-19,2015-06-24,2015-07-11,17.0,1,0
1121771521,2015-08-19,2015-06-23,2015-07-09,16.0,1,0
2516578297,2015-08-19,2015-07-15,2015-07-22,7.0,1,0
9566466816,2015-08-19,2015-06-22,2015-07-02,10.0,1,0
4050513050,2015-08-19,2015-03-17,2015-03-30,13.0,1,0
5495666685,2015-08-19,2015-04-01,2015-04-21,20.0,1,0
7278699629,2015-08-19,2015-04-19,,122.0,0,1
5523890760,2015-08-19,2015-05-30,,81.0,0,1
1707284761,2015-08-19,2015-07-12,,38.0,0,1
4078124092,2015-08-19,2015-07-13,2015-07-28,15.0,1,0
1464733109,2015-08-19,2015-07-15,2015-07-24,9.0,1,0
1174725935,2015-08-19,2015-07-28,2015-08-18,21.0,1,0
4105742558,2015-08-19,2014-07-06,2014-07-24,18.0,1,0
7875034267,2015-08-19,2015-04-10,2015-04-10,0.0,1,0
4336726880,2015-08-19,2015-06-03,2015-06-16,13.0,1,0
5517830861,2015-08-19,2015-06-02,2015-06-08,6.0,1,0
2455988976,2015-08-19,2015-05-22,2015-05-26,4.0,1,0
1649825327,2015-08-19,2015-07-23,2015-07-29,6.0,1,0
2647495124,2015-08-19,2015-06-27,,53.0,0,1
7907830040,2015-08-19,2015-07-16,2015-08-01,16.0,1,0
1810141165,2015-08-19,2015-07-27,,23.0,0,0
5626937841,2015-08-19,2015-07-11,2015-07-18,7.0,1,0
7312055154,2015-08-19,2015-07-24,2015-08-02,9.0,1,0
7573861449,2015-08-19,2015-02-06,2015-02-27,21.0,1,0
4473052530,2015-08-19,2015-07-28,,22.0,0,0
7589645523,2015-08-19,2015-07-24,2015-07-31,7.0,1,0
9386396081,2015-08-19,2015-06-26,2015-07-07,11.0,1,0
6461406501,2015-08-19,2014-11-04,,288.0,0,1
3341030922,2015-08-19,2015-07-24,2015-08-12,19.0,1,0
8098697604,2015-08-19,2015-04-10,2015-06-22,73.0,1,1
5555593102,2015-08-19,2015-05-06,2015-05-21,15.0,1,0
4578202269,2015-08-19,2015-05-11,2015-05-20,9.0,1,0
1983538252,2015-08-19,2014-08-30,2014-09-17,18.0,1,0
1361970426,2015-08-19,2015-05-12,2015-05-19,7.0,1,0
3913744037,2015-08-19,2015-06-05,2015-06-10,5.0,1,0
6972053524,2015-08-19,2015-07-27,,23.0,0,0
5579357593,2015-08-19,2015-07-24,,26.0,0,0
6059655032,2015-08-19,2015-07-22,2015-07-29,7.0,1,0
2515000128,2015-08-19,2014-09-19,2014-10-02,13.0,1,0
4421733789,2015-08-19,2014-08-07,,377.0,0,1
7659385387,2015-08-19,2015-03-29,2015-04-01,3.0,1,0
6680195461,2015-08-19,2015-04-09,,132.0,0,1
9821765598,2015-08-19,2014-11-28,2014-12-17,19.0,1,0
8845067238,2015-08-19,2014-10-02,2014-10-15,13.0,1,0
1048099395,2015-08-19,2015-04-01,,140.0,0,1
6851045436,2015-08-19,2015-06-24,2015-07-14,20.0,1,0
6551180719,2015-08-19,2014-06-10,,435.0,0,1
3577835738,2015-08-19,2014-08-15,,369.0,0,1
3427309387,2015-08-19,2015-04-10,2015-04-14,4.0,1,0
2990471607,2015-08-19,2015-07-26,2015-08-17,22.0,1,0
4712104880,2015-08-19,2015-06-24,,56.0,0,1
4498792920,2015-08-19,2015-03-11,,161.0,0,1
7232432889,2015-08-19,2015-07-23,2015-08-07,15.0,1,0
2830334836,2015-08-19,2014-08-23,2014-09-11,19.0,1,0
1910843118,2015-08-19,2015-04-14,2015-05-19,35.0,1,1
5445931408,2015-08-19,2015-03-28,2015-03-29,1.0,1,0
7333394289,2015-08-19,2015-05-21,2015-05-30,9.0,1,0
5695084415,2015-08-19,2015-06-06,2015-06-11,5.0,1,0
3940996743,2015-08-19,2015-06-24,2015-07-11,17.0,1,0
4497326671,2015-08-19,2015-06-07,2015-06-30,23.0,1,0
6371585770,2015-08-19,2015-05-08,,103.0,0,1
3535424654,2015-08-19,2015-03-26,,146.0,0,1
7526661511,2015-08-19,2015-07-20,2015-07-30,10.0,1,0
8239972608,2015-08-19,2015-06-18,2015-06-22,4.0,1,0
8812837743,2015-08-19,2015-03-27,2015-04-15,19.0,1,0
3902245778,2015-08-19,2015-06-30,2015-07-14,14.0,1,0
8887062843,2015-08-19,2015-03-28,2015-04-01,4.0,1,0
3298734294,2015-08-19,2015-06-05,2015-06-27,22.0,1,0
5340508208,2015-08-19,2015-05-08,2015-05-13,5.0,1,0
8521033508,2015-08-19,2014-05-22,2014-06-03,12.0,1,0
7936361384,2015-08-19,2015-05-25,2015-06-09,15.0,1,0
5709904884,2015-08-19,2015-06-15,2015-06-20,5.0,1,0
9516909367,2015-08-19,2014-11-28,,264.0,0,1
3030876671,2015-08-19,2015-06-21,,59.0,0,1
1023186466,2015-08-19,2015-02-17,2015-04-08,50.0,1,1
7777626093,2015-08-19,2014-07-29,,386.0,0,1
5309412184,2015-08-19,2014-10-22,,301.0,0,1
5755633864,2015-08-19,2015-07-18,,32.0,0,1
5585643436,2015-08-19,2014-05-04,2014-05-23,19.0,1,0
6488838004,2015-08-19,2015-04-01,2015-04-13,12.0,1,0
8485736177,2015-08-19,2015-02-18,,182.0,0,1
2003490834,2015-08-19,2015-06-25,2015-07-16,21.0,1,0
3757970868,2015-08-19,2014-06-03,,442.0,0,1
1975138991,2015-08-19,2015-06-02,2015-07-11,39.0,1,1
6133370972,2015-08-19,2014-08-12,2014-09-02,21.0,1,0
8931300972,2015-08-19,2015-03-26,2015-04-07,12.0,1,0
1798185475,2015-08-19,2015-03-26,,146.0,0,1
7102879153,2015-08-19,2015-04-01,,140.0,0,1
5941788941,2015-08-19,2015-06-20,,60.0,0,1
1546979501,2015-08-19,2015-04-09,2015-04-22,13.0,1,0
8634797091,2015-08-19,2015-05-28,2015-06-04,7.0,1,0
4587521056,2015-08-19,2015-07-21,2015-07-27,6.0,1,0
8143481783,2015-08-19,2015-03-28,,144.0,0,1
5371237857,2015-08-19,2015-05-20,2015-06-03,14.0,1,0
5381855882,2015-08-19,2015-05-22,2015-06-12,21.0,1,0
7823111794,2015-08-19,2015-07-16,2015-07-21,5.0,1,0
4950043625,2015-08-19,2014-07-21,,394.0,0,1
3985669270,2015-08-19,2015-05-24,2015-06-14,21.0,1,0
6366858080,2015-08-19,2015-05-08,,103.0,0,1
3631351360,2015-08-19,2015-04-12,2015-05-04,22.0,1,0
3899747029,2015-08-19,2015-06-23,2015-06-30,7.0,1,0
2876643470,2015-08-19,2015-01-29,,202.0,0,1
9789281998,2015-08-19,2015-01-12,2015-02-02,21.0,1,0
1800018025,2015-08-19,2015-06-19,2015-07-03,14.0,1,0
1586610549,2015-08-19,2015-05-28,2015-06-13,16.0,1,0
1283470047,2015-08-19,2015-05-21,2015-06-07,17.0,1,0
2048939339,2015-08-19,2015-02-26,2015-03-20,22.0,1,0
6053141354,2015-08-19,2015-06-21,2015-08-19,59.0,1,1
9229511691,2015-08-19,2014-11-29,,263.0,0,1
6374108329,2015-08-19,2015-03-28,2015-04-18,21.0,1,0
4017268696,2015-08-19,2014-05-03,2014-06-14,42.0,1,1
4350866554,2015-08-19,2015-06-06,2015-06-13,7.0,1,0
1181013496,2015-08-19,2015-04-02,2015-04-09,7.0,1,0
1647229846,2015-08-19,2015-04-24,2015-05-09,15.0,1,0
6127043037,2015-08-19,2015-06-19,2015-07-09,20.0,1,0
9317300927,2015-08-19,2015-07-16,,34.0,0,1
3388645937,2015-08-19,2015-06-17,2015-07-08,21.0,1,0
